Phoneme	Affix	Stem	rid
ɛ̃pɛʁsɔnalize	izɛ	ɛ̃pɛʁsɔnal	r106978
pɛʁsɔnalize	izɛ	pɛʁsɔnal	r216904
pɛʁsɔnalizə	izɛ	pɛʁsɔnal	r216904
pɛʁsɔnaliza	izɛ	pɛʁsɔnal	r216904
pɛʁsɔnalize	izɛ	pɛʁsɔnal	r216904
pɛʁsɔnalize	izɛ	pɛʁsɔnal	r107408
pɛʁsɔnalizə	izɛ	pɛʁsɔnal	r107408
pɛʁsɔnaliza	izɛ	pɛʁsɔnal	r107408
pɛʁsɔnalize	izɛ	pɛʁsɔnal	r107408
depletiv	if	deplet	r26578
depletiv	if	deplet	r26578
pɔlimɛʁ	poli	mɛʁ	r102296
pɔlimɛʁ	poli	mɛʁ	r102296
pɔlimeʁize	izɛ	pɔlimeʁ	r216910
pɔlimeʁizə	izɛ	pɔlimeʁ	r216910
pɔlimeʁiza	izɛ	pɔlimeʁ	r216910
pɔlimeʁize	izɛ	pɔlimeʁ	r216910
pɔlimeʁize	izɛ	pɔlimeʁ	r222014
pɔlimeʁizə	izɛ	pɔlimeʁ	r222014
pɔlimeʁiza	izɛ	pɔlimeʁ	r222014
pɔlimeʁize	izɛ	pɔlimeʁ	r222014
pɔlimeʁize	izɛ	pɔlimeʁ	r107440
pɔlimeʁizə	izɛ	pɔlimeʁ	r107440
pɔlimeʁiza	izɛ	pɔlimeʁ	r107440
pɔlimeʁize	izɛ	pɔlimeʁ	r107440
pɔsesiv	if	pɔses	r55917
pɔsesiv	if	pɔses	r55917
pɔsesiv	if	pɔses	r55922
pɔsesiv	if	pɔses	r55922
pɔsesiv	if	pɔses	r55930
pɔsesiv	if	pɔses	r55930
pɔsesiv	if	pɔses	r90996
pɔsesiv	if	pɔses	r90996
pɔsesiv	if	pɔses	r55913
pɔsesiv	if	pɔses	r55913
pɔsesiv	if	pɔses	r55920
pɔsesiv	if	pɔses	r55920
pɔsesiv	if	pɔses	r91142
pɔsesiv	if	pɔses	r91142
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔt	ʁə	pɔt	r117140
ʁãpɔte	ʁə	pɔte	r117140
ʁãpɔtə	ʁə	pɔtə	r117140
ʁãpɔta	ʁə	pɔta	r117140
ʁãpɔte	ʁə	pɔte	r117140
depʁesjativ	if	depʁesjat	r26802
depʁesjativ	if	depʁesjat	r26802
depʁesjativ	if	depʁesjat	r26806
depʁesjativ	if	depʁesjat	r26806
depʁesjativ	if	depʁesjat	r26797
depʁesjativ	if	depʁesjat	r26797
pʁɔletaʁize	izɛ	pʁɔletaʁ	r216916
pʁɔletaʁizə	izɛ	pʁɔletaʁ	r216916
pʁɔletaʁiza	izɛ	pʁɔletaʁ	r216916
pʁɔletaʁize	izɛ	pʁɔletaʁ	r216916
pʁɔletaʁize	izɛ	pʁɔletaʁ	r107474
pʁɔletaʁizə	izɛ	pʁɔletaʁ	r107474
pʁɔletaʁiza	izɛ	pʁɔletaʁ	r107474
pʁɔletaʁize	izɛ	pʁɔletaʁ	r107474
depyʁativ	if	depyʁat	r26900
depyʁativ	if	depyʁat	r26900
depyʁativ	if	depyʁat	r90972
depyʁativ	if	depyʁat	r90972
monoʁaj	mɔno	ʁaj	r101906
monoʁaj	mɔno	ʁaj	r101906
monoʁaj	mɔno	ʁaj	r101906
monoʁaj	mɔno	ʁaj	r101906
iʁʁealize	izɛ	iʁʁeal	r107072
iʁʁealizə	izɛ	iʁʁeal	r107072
iʁʁealiza	izɛ	iʁʁeal	r107072
iʁʁealize	izɛ	iʁʁeal	r107072
iʁʁealize	izɛ	iʁʁeal	r115782
iʁʁealizə	izɛ	iʁʁeal	r115782
iʁʁealiza	izɛ	iʁʁeal	r115782
iʁʁealize	izɛ	iʁʁeal	r115782
ʁealize	izɛ	ʁeal	r216928
ʁealizə	izɛ	ʁeal	r216928
ʁealiza	izɛ	ʁeal	r216928
ʁealize	izɛ	ʁeal	r216928
ʁealize	izɛ	ʁeal	r107508
ʁealizə	izɛ	ʁeal	r107508
ʁealiza	izɛ	ʁeal	r107508
ʁealize	izɛ	ʁeal	r107508
ʁealize	izɛ	ʁeal	r116042
ʁealizə	izɛ	ʁeal	r116042
ʁealiza	izɛ	ʁeal	r116042
ʁealize	izɛ	ʁeal	r116042
dɛskʁiptiv	if	dɛskʁipt	r27532
dɛskʁiptiv	if	dɛskʁipt	r27532
dɛskʁiptiv	if	dɛskʁipt	r27534
dɛskʁiptiv	if	dɛskʁipt	r27534
dɛskʁiptiv	if	dɛskʁipt	r91242
dɛskʁiptiv	if	dɛskʁipt	r91242
dɛskʁiptiv	if	dɛskʁipt	r220184
dɛskʁiptiv	if	dɛskʁipt	r220184
dɛskʁiptiv	if	dɛskʁipt	r27529
dɛskʁiptiv	if	dɛskʁipt	r27529
seɡʁeɡativ	if	seɡʁeɡat	r66700
seɡʁeɡativ	if	seɡʁeɡat	r66700
seɡʁeɡativ	if	seɡʁeɡat	r66702
seɡʁeɡativ	if	seɡʁeɡat	r66702
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfl	ʁə	fl	r117166
ʁãfle	ʁə	fle	r117166
ʁãflə	ʁə	flə	r117166
ʁãfla	ʁə	fla	r117166
ʁãfle	ʁə	fle	r117166
sãsibilize	izɛ	sãsibil	r216938
sãsibilizə	izɛ	sãsibil	r216938
sãsibiliza	izɛ	sãsibil	r216938
sãsibilize	izɛ	sãsibil	r216938
sãsibilize	izɛ	sãsibil	r107588
sãsibilizə	izɛ	sãsibil	r107588
sãsibiliza	izɛ	sãsibil	r107588
sãsibilize	izɛ	sãsibil	r107588
sɑ̃sitiv	if	sɑ̃sit	r220220
sɑ̃sitiv	if	sɑ̃sit	r220220
ɛ̃sãsibilize	izɛ	ɛ̃sãsibil	r107014
ɛ̃sãsibilizə	izɛ	ɛ̃sãsibil	r107014
ɛ̃sãsibiliza	izɛ	ɛ̃sãsibil	r107014
ɛ̃sãsibilize	izɛ	ɛ̃sãsibil	r107014
sãtimãtalize	izɛ	sãtimãtal	r107594
sãtimãtalizə	izɛ	sãtimãtal	r107594
sãtimãtaliza	izɛ	sãtimãtal	r107594
sãtimãtalize	izɛ	sãtimãtal	r107594
sɑ̃sitiv	if	sɑ̃sit	r219832
sɑ̃sitiv	if	sɑ̃sit	r219832
sɑ̃sitiv	if	sɑ̃sit	r219834
sɑ̃sitiv	if	sɑ̃sit	r219834
sɑ̃sitiv	if	sɑ̃sit	r220230
sɑ̃sitiv	if	sɑ̃sit	r220230
ɛksitativ	if	ɛksitat	r37616
ɛksitativ	if	ɛksitat	r37616
ɛksitativ	if	ɛksitat	r37620
ɛksitativ	if	ɛksitat	r37620
ɔminize	izɛ	ɔmin	r220526
ɔminizə	izɛ	ɔmin	r220526
ɔminiza	izɛ	ɔmin	r220526
ɔminize	izɛ	ɔmin	r220526
zymanize	izɛ	zyman	r216944
zymanizə	izɛ	zyman	r216944
zymaniza	izɛ	zyman	r216944
zymanize	izɛ	zyman	r216944
viʁilize	izɛ	viʁil	r107860
viʁilizə	izɛ	viʁil	r107860
viʁiliza	izɛ	viʁil	r107860
viʁilize	izɛ	viʁil	r107860
viʁilize	izɛ	viʁil	r216986
viʁilizə	izɛ	viʁil	r216986
viʁiliza	izɛ	viʁil	r216986
viʁilize	izɛ	viʁil	r216986
maskylinize	izɛ	maskylin	r107158
maskylinizə	izɛ	maskylin	r107158
maskyliniza	izɛ	maskylin	r107158
maskylinize	izɛ	maskylin	r107158
zymidifje	ifjɛ	zymid	r216946
zymidifja	ifjɛ	zymid	r216946
zymidifje	ifjɛ	zymid	r216946
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁat	ʁə	idʁat	r117460
ʁeidʁate	ʁə	idʁate	r117460
ʁeidʁatə	ʁə	idʁatə	r117460
ʁeidʁata	ʁə	idʁata	r117460
ʁeidʁate	ʁə	idʁate	r117460
mɔnoidʁate	mɔnɔ	idʁate	r101858
mɔnoidʁate	mɔnɔ	idʁate	r101858
mɔnoidʁate	mɔnɔ	idʁate	r101858
mɔnoidʁate	mɔnɔ	idʁate	r101858
ʁeidʁatasjɔ̃	ʁə	idʁatasjɔ̃	r117456
ʁeidʁatasjɔ̃	ʁə	idʁatasjɔ̃	r117456
deziɲativ	if	deziɲat	r27876
deziɲativ	if	deziɲat	r27876
deziɲativ	if	deziɲat	r27878
deziɲativ	if	deziɲat	r27878
deziɲativ	if	deziɲat	r27873
deziɲativ	if	deziɲat	r27873
zɛ̃dividɥalize	izɛ	zɛ̃dividɥal	r216952
zɛ̃dividɥalizə	izɛ	zɛ̃dividɥal	r216952
zɛ̃dividɥaliza	izɛ	zɛ̃dividɥal	r216952
zɛ̃dividɥalize	izɛ	zɛ̃dividɥal	r216952
ɛ̃dividɥalize	izɛ	ɛ̃dividɥal	r106996
ɛ̃dividɥalizə	izɛ	ɛ̃dividɥal	r106996
ɛ̃dividɥaliza	izɛ	ɛ̃dividɥal	r106996
ɛ̃dividɥalize	izɛ	ɛ̃dividɥal	r106996
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45024
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45024
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45028
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45028
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r91036
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r91036
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45042
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r45042
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r90980
ɛ̃fɔʁmativ	if	ɛ̃fɔʁmat	r90980
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛstis	ʁə	ɛ̃vɛstis	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
ʁeɛ̃vɛsti	ʁə	ɛ̃vɛsti	r117566
dezɔbstʁyktiv	if	dezɔbstʁykt	r27982
dezɔbstʁyktiv	if	dezɔbstʁykt	r27982
dezɔbstʁyktiv	if	dezɔbstʁykt	r27984
dezɔbstʁyktiv	if	dezɔbstʁykt	r27984
ɔpstʁyktiv	if	ɔpstʁykt	r220198
ɔpstʁyktiv	if	ɔpstʁykt	r220198
ɔpstʁyktiv	if	ɔpstʁykt	r51636
ɔpstʁyktiv	if	ɔpstʁykt	r51636
ɔpstʁyktiv	if	ɔpstʁykt	r51638
ɔpstʁyktiv	if	ɔpstʁykt	r51638
ɔpstʁyktiv	if	ɔpstʁykt	r91056
ɔpstʁyktiv	if	ɔpstʁykt	r91056
ʁeɔkypasjɔ̃	ʁə	ɔkypasjɔ̃	r117788
ʁeɔkypasjɔ̃	ʁə	ɔkypasjɔ̃	r117788
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkyp	ʁə	ɔkyp	r117792
ʁeɔkype	ʁə	ɔkype	r117792
ʁeɔkypə	ʁə	ɔkypə	r117792
ʁeɔkypa	ʁə	ɔkypa	r117792
ʁeɔkype	ʁə	ɔkype	r117792
dezɔpilativ	if	dezɔpilat	r28038
dezɔpilativ	if	dezɔpilat	r28038
dezɔpilativ	if	dezɔpilat	r28040
dezɔpilativ	if	dezɔpilat	r28040
dezɔpilativ	if	dezɔpilat	r28044
dezɔpilativ	if	dezɔpilat	r28044
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganiz	ʁə	ɔʁganiz	r117814
ʁeɔʁganize	ʁə	ɔʁganize	r117814
ʁeɔʁganizə	ʁə	ɔʁganizə	r117814
ʁeɔʁganiza	ʁə	ɔʁganiza	r117814
ʁeɔʁganize	ʁə	ɔʁganize	r117814
ɔʁganisize	izɛ	ɔʁganis	r107342
ɔʁganisizə	izɛ	ɔʁganis	r107342
ɔʁganisiza	izɛ	ɔʁganis	r107342
ɔʁganisize	izɛ	ɔʁganis	r107342
ʁeɔʁganizasjɔ̃	ʁə	ɔʁganizasjɔ̃	r117810
ʁeɔʁganizasjɔ̃	ʁə	ɔʁganizasjɔ̃	r117810
ɔʁganize	izɛ	ɔʁgan	r107346
ɔʁganizə	izɛ	ɔʁgan	r107346
ɔʁganiza	izɛ	ɔʁgan	r107346
ɔʁganize	izɛ	ɔʁgan	r107346
ɔʁganize	izɛ	ɔʁgan	r117808
ɔʁganizə	izɛ	ɔʁgan	r117808
ɔʁganiza	izɛ	ɔʁgan	r117808
ɔʁganize	izɛ	ɔʁgan	r117808
zɔʁganize	izɛ	zɔʁgan	r216962
zɔʁganizə	izɛ	zɔʁgan	r216962
zɔʁganiza	izɛ	zɔʁgan	r216962
zɔʁganize	izɛ	zɔʁgan	r216962
spesjalize	izɛ	spesjal	r204848
spesjalizə	izɛ	spesjal	r204848
spesjaliza	izɛ	spesjal	r204848
spesjalize	izɛ	spesjal	r204848
spesjalize	izɛ	spesjal	r204850
spesjalizə	izɛ	spesjal	r204850
spesjaliza	izɛ	spesjal	r204850
spesjalize	izɛ	spesjal	r204850
spesjalize	izɛ	spesjal	r107652
spesjalizə	izɛ	spesjal	r107652
spesjaliza	izɛ	spesjal	r107652
spesjalize	izɛ	spesjal	r107652
spesjalize	izɛ	spesjal	r216964
spesjalizə	izɛ	spesjal	r216964
spesjaliza	izɛ	spesjal	r216964
spesjalize	izɛ	spesjal	r216964
stabilize	izɛ	stabil	r107662
stabilizə	izɛ	stabil	r107662
stabiliza	izɛ	stabil	r107662
stabilize	izɛ	stabil	r107662
stabilize	izɛ	stabil	r216966
stabilizə	izɛ	stabil	r216966
stabiliza	izɛ	stabil	r216966
stabilize	izɛ	stabil	r216966
dɛstʁyktiv	if	dɛstʁykt	r28296
dɛstʁyktiv	if	dɛstʁykt	r28296
dɛstʁyktiv	if	dɛstʁykt	r28300
dɛstʁyktiv	if	dɛstʁykt	r28300
dɛstʁyktiv	if	dɛstʁykt	r91130
dɛstʁyktiv	if	dɛstʁykt	r91130
dɛstʁyktiv	if	dɛstʁykt	r220216
dɛstʁyktiv	if	dɛstʁykt	r220216
ʁeynis	ʁə	ynis	r105812
ʁeynis	ʁə	ynis	r105812
ʁeyni	ʁə	yni	r105812
ʁeynis	ʁə	ynis	r105812
ʁeyni	ʁə	yni	r105812
ʁeynis	ʁə	ynis	r105812
ʁeynis	ʁə	ynis	r105812
ʁeynis	ʁə	ynis	r105812
ʁeyni	ʁə	yni	r105812
ʁeyni	ʁə	yni	r105812
ʁeyni	ʁə	yni	r105812
ʁeyni	ʁə	yni	r105812
ʁeynis	ʁə	ynis	r118664
ʁeynis	ʁə	ynis	r118664
ʁeyni	ʁə	yni	r118664
ʁeynis	ʁə	ynis	r118664
ʁeyni	ʁə	yni	r118664
ʁeynis	ʁə	ynis	r118664
ʁeynis	ʁə	ynis	r118664
ʁeynis	ʁə	ynis	r118664
ʁeyni	ʁə	yni	r118664
ʁeyni	ʁə	yni	r118664
ʁeyni	ʁə	yni	r118664
ʁeyni	ʁə	yni	r118664
sɛ̃kʁɔnize	izɛ	sɛ̃kʁɔn	r220662
sɛ̃kʁɔnizə	izɛ	sɛ̃kʁɔn	r220662
sɛ̃kʁɔniza	izɛ	sɛ̃kʁɔn	r220662
sɛ̃kʁɔnize	izɛ	sɛ̃kʁɔn	r220662
sɛ̃kʁɔnize	izɛ	sɛ̃kʁɔn	r107708
sɛ̃kʁɔnizə	izɛ	sɛ̃kʁɔn	r107708
sɛ̃kʁɔniza	izɛ	sɛ̃kʁɔn	r107708
sɛ̃kʁɔnize	izɛ	sɛ̃kʁɔn	r107708
detɛʁminativ	if	detɛʁminat	r28448
detɛʁminativ	if	detɛʁminat	r28448
detɛʁminativ	if	detɛʁminat	r28450
detɛʁminativ	if	detɛʁminat	r28450
detɛʁminativ	if	detɛʁminat	r28452
detɛʁminativ	if	detɛʁminat	r28452
monotonik	mɔno	tonik	r101954
monotonik	mɔno	tonik	r101954
mɔnɔtɔnize	izɛ	mɔnɔtɔn	r107248
mɔnɔtɔnizə	izɛ	mɔnɔtɔn	r107248
mɔnɔtɔniza	izɛ	mɔnɔtɔn	r107248
mɔnɔtɔnize	izɛ	mɔnɔtɔn	r107248
tɔksifje	ifjɛ	tɔks	r216978
tɔksifja	ifjɛ	tɔks	r216978
tɔksifje	ifjɛ	tɔks	r216978
valɔʁize	izɛ	valɔʁ	r216982
valɔʁizə	izɛ	valɔʁ	r216982
valɔʁiza	izɛ	valɔʁ	r216982
valɔʁize	izɛ	valɔʁ	r216982
valɔʁize	izɛ	valɔʁ	r107828
valɔʁizə	izɛ	valɔʁ	r107828
valɔʁiza	izɛ	valɔʁ	r107828
valɔʁize	izɛ	valɔʁ	r107828
valɔʁize	izɛ	valɔʁ	r118682
valɔʁizə	izɛ	valɔʁ	r118682
valɔʁiza	izɛ	valɔʁ	r118682
valɔʁize	izɛ	valɔʁ	r118682
ilɔzɔism	ilo	zɔism	r196872
ilɔzɔism	ilo	zɔism	r196872
vitalize	izɛ	vital	r216988
vitalizə	izɛ	vital	r216988
vitaliza	izɛ	vital	r216988
vitalize	izɛ	vital	r216988
vitalize	izɛ	vital	r107866
vitalizə	izɛ	vital	r107866
vitaliza	izɛ	vital	r107866
vitalize	izɛ	vital	r107866
vitalize	izɛ	vital	r118762
vitalizə	izɛ	vital	r118762
vitaliza	izɛ	vital	r118762
vitalize	izɛ	vital	r118762
vjabilize	izɛ	vjabil	r107852
vjabilizə	izɛ	vjabil	r107852
vjabiliza	izɛ	vjabil	r107852
vjabilize	izɛ	vjabil	r107852
vitʁifje	ifjɛ	vitʁ	r220670
vitʁifja	ifjɛ	vitʁ	r220670
vitʁifje	ifjɛ	vitʁ	r220670
vitʁifje	ifjɛ	vitʁ	r220458
vitʁifja	ifjɛ	vitʁ	r220458
vitʁifje	ifjɛ	vitʁ	r220458
devɔlytiv	if	devɔlyt	r28918
devɔlytiv	if	devɔlyt	r28918
devɔlytiv	if	devɔlyt	r28922
devɔlytiv	if	devɔlyt	r28922
djabɔlize	izɛ	djabɔl	r106700
djabɔlizə	izɛ	djabɔl	r106700
djabɔliza	izɛ	djabɔl	r106700
djabɔlize	izɛ	djabɔl	r106700
difʁaktiv	if	difʁakt	r29116
difʁaktiv	if	difʁakt	r29116
difʁaktiv	if	difʁakt	r29118
difʁaktiv	if	difʁakt	r29118
difʁaktiv	if	difʁakt	r29126
difʁaktiv	if	difʁakt	r29126
difyziv	if	difyz	r29134
difyziv	if	difyz	r29134
difyziv	if	difyz	r29142
difyziv	if	difyz	r29142
diʒɛstiv	if	diʒɛst	r221982
diʒɛstiv	if	diʒɛst	r221982
diʒɛstiv	if	diʒɛst	r29148
diʒɛstiv	if	diʒɛst	r29148
diʒɛstiv	if	diʒɛst	r91436
diʒɛstiv	if	diʒɛst	r91436
diɡʁɛsiv	if	diɡʁɛs	r29160
diɡʁɛsiv	if	diɡʁɛs	r29160
diɡʁɛsiv	if	diɡʁɛs	r29162
diɡʁɛsiv	if	diɡʁɛs	r29162
diɡʁɛsiv	if	diɡʁɛs	r29170
diɡʁɛsiv	if	diɡʁɛs	r29170
diminytiv	if	diminyt	r29234
diminytiv	if	diminyt	r29234
diminytiv	if	diminyt	r91074
diminytiv	if	diminyt	r91074
diminytiv	if	diminyt	r29236
diminytiv	if	diminyt	r29236
diminytiv	if	diminyt	r29244
diminytiv	if	diminyt	r29244
diminytiv	if	diminyt	r90872
diminytiv	if	diminyt	r90872
diʁɛktiv	if	diʁɛkt	r29268
diʁɛktiv	if	diʁɛkt	r29268
diʁɛktiv	if	diʁɛkt	r29272
diʁɛktiv	if	diʁɛkt	r29272
diʁɛktiv	if	diʁɛkt	r91476
diʁɛktiv	if	diʁɛkt	r91476
diʁɛktiv	if	diʁɛkt	r101728
diʁɛktiv	if	diʁɛkt	r101728
diʁɛktiv	if	diʁɛkt	r29270
diʁɛktiv	if	diʁɛkt	r29270
diʁɛktiv	if	diʁɛkt	r221964
diʁɛktiv	if	diʁɛkt	r221964
diʁɛktiv	if	diʁɛkt	r29263
diʁɛktiv	if	diʁɛkt	r29263
diskʁiminativ	if	diskʁiminat	r29324
diskʁiminativ	if	diskʁiminat	r29324
diskʁiminativ	if	diskʁiminat	r29326
diskʁiminativ	if	diskʁiminat	r29326
diskʁiminativ	if	diskʁiminat	r29334
diskʁiminativ	if	diskʁiminat	r29334
diskʁiminativ	if	diskʁiminat	r29321
diskʁiminativ	if	diskʁiminat	r29321
diskysiv	if	diskys	r29348
diskysiv	if	diskys	r29348
diʒɔ̃ktiv	if	diʒɔ̃kt	r29395
diʒɔ̃ktiv	if	diʒɔ̃kt	r29395
diʒɔ̃ktiv	if	diʒɔ̃kt	r29398
diʒɔ̃ktiv	if	diʒɔ̃kt	r29398
diʒɔ̃ktiv	if	diʒɔ̃kt	r29406
diʒɔ̃ktiv	if	diʒɔ̃kt	r29406
disʁyptiv	if	disʁypt	r29510
disʁyptiv	if	disʁypt	r29510
disʁyptiv	if	disʁypt	r90986
disʁyptiv	if	disʁypt	r90986
disɛʁtativ	if	disɛʁtat	r29580
disɛʁtativ	if	disɛʁtat	r29580
disɛʁtativ	if	disɛʁtat	r29586
disɛʁtativ	if	disɛʁtat	r29586
disɛʁtativ	if	disɛʁtat	r29584
disɛʁtativ	if	disɛʁtat	r29584
disɛʁtativ	if	disɛʁtat	r29602
disɛʁtativ	if	disɛʁtat	r29602
disɛʁtativ	if	disɛʁtat	r29571
disɛʁtativ	if	disɛʁtat	r29571
fyʁtiv	if	fyʁt	r219352
fyʁtiv	if	fyʁt	r219352
fyʁtiv	if	fyʁt	r219474
fyʁtiv	if	fyʁt	r219474
disɔsjativ	if	disɔsjat	r29672
disɔsjativ	if	disɔsjat	r29672
disɔsjativ	if	disɔsjat	r29674
disɔsjativ	if	disɔsjat	r29674
disɔsjativ	if	disɔsjat	r91244
disɔsjativ	if	disɔsjat	r91244
disɔsjativ	if	disɔsjat	r91192
disɔsjativ	if	disɔsjat	r91192
disɔlytiv	if	disɔlyt	r29682
disɔlytiv	if	disɔlyt	r29682
disɔlytiv	if	disɔlyt	r29684
disɔlytiv	if	disɔlyt	r29684
disyaziv	if	disyaz	r29694
disyaziv	if	disyaz	r29694
disyaziv	if	disyaz	r29700
disyaziv	if	disyaz	r29700
disyaziv	if	disyaz	r90828
disyaziv	if	disyaz	r90828
disyaziv	if	disyaz	r91314
disyaziv	if	disyaz	r91314
distɛ̃ktiv	if	distɛ̃kt	r29758
distɛ̃ktiv	if	distɛ̃kt	r29758
distɛ̃ktiv	if	distɛ̃kt	r29760
distɛ̃ktiv	if	distɛ̃kt	r29760
distɛ̃ktiv	if	distɛ̃kt	r90890
distɛ̃ktiv	if	distɛ̃kt	r90890
distɛ̃ktiv	if	distɛ̃kt	r220164
distɛ̃ktiv	if	distɛ̃kt	r220164
distʁibytiv	if	distʁibyt	r29798
distʁibytiv	if	distʁibyt	r29798
distʁibytiv	if	distʁibyt	r91506
distʁibytiv	if	distʁibyt	r91506
ʁedistʁibɥ	ʁə	distʁibɥ	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁibɥ	ʁə	distʁibɥ	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁibɥ	ʁə	distʁibɥ	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁibɥe	ʁə	distʁibɥe	r116986
ʁedistʁiby	ʁə	distʁiby	r116986
ʁedistʁibɥa	ʁə	distʁibɥa	r116986
ʁedistʁibɥe	ʁə	distʁibɥe	r116986
distʁibytiv	if	distʁibyt	r29800
distʁibytiv	if	distʁibyt	r29800
distʁibytiv	if	distʁibyt	r29810
distʁibytiv	if	distʁibyt	r29810
distʁibytiv	if	distʁibyt	r91296
distʁibytiv	if	distʁibyt	r91296
distʁibytiv	if	distʁibyt	r29802
distʁibytiv	if	distʁibyt	r29802
distʁibytiv	if	distʁibyt	r29793
distʁibytiv	if	distʁibyt	r29793
ʁədistʁibytiv	if	ʁədistʁibyt	r60904
ʁədistʁibytiv	if	ʁədistʁibyt	r60904
ʁədistʁibytiv	if	ʁədistʁibyt	r60914
ʁədistʁibytiv	if	ʁədistʁibyt	r60914
ʁədistʁibytiv	if	ʁədistʁibyt	r60902
ʁədistʁibytiv	if	ʁədistʁibyt	r60902
ateize	izɛ	ate	r106450
ateizə	izɛ	ate	r106450
ateiza	izɛ	ate	r106450
ateize	izɛ	ate	r106450
divinize	izɛ	divin	r106722
divinizə	izɛ	divin	r106722
diviniza	izɛ	divin	r106722
divinize	izɛ	divin	r106722
divinize	izɛ	divin	r216840
divinizə	izɛ	divin	r216840
diviniza	izɛ	divin	r216840
divinize	izɛ	divin	r216840
mɔnɔteism	mɔno	teism	r191544
mɔnɔteism	mɔno	teism	r191544
mɔnɔteik	mɔno	teik	r101944
dɔʁmitiv	if	dɔʁmit	r91392
dɔʁmitiv	if	dɔʁmit	r91392
dɔʁmitiv	if	dɔʁmit	r30098
dɔʁmitiv	if	dɔʁmit	r30098
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁ	ʁə	dɔʁ	r117156
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁ	ʁə	dɔʁ	r117156
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁm	ʁə	dɔʁm	r117156
ʁãdɔʁmi	ʁə	dɔʁmi	r117156
ʁãdɔʁmi	ʁə	dɔʁmi	r117156
ʁãdɔʁmi	ʁə	dɔʁmi	r117156
